"dep";"sexe";"jour";"hosp";"rea";"dc";"rad"
"21";0;"2020-03-20";82;31;3;37
"21";1;"2020-03-20";41;20;1;14
"21";2;"2020-03-20";41;11;2;22
"22";0;"2020-03-20";5;0;1;3
"22";1;"2020-03-20";2;0;1;1
"22";2;"2020-03-20";3;0;0;2
"23";0;"2020-03-20";0;0;0;0
"23";1;"2020-03-20";0;0;0;0
"23";2;"2020-03-20";0;0;0;0
"24";0;"2020-03-20";3;3;0;2
"24";1;"2020-03-20";3;3;0;1
"24";2;"2020-03-20";0;0;0;1
"25";0;"2020-03-20";43;15;4;13
"25";1;"2020-03-20";29;14;3;4
"25";2;"2020-03-20";14;1;1;9
"26";0;"2020-03-20";38;9;2;2
"26";1;"2020-03-20";22;6;1;1
"26";2;"2020-03-20";16;3;1;1
"27";0;"2020-03-20";4;1;1;0
"27";1;"2020-03-20";4;1;1;0
"27";2;"2020-03-20";0;0;0;0
"28";0;"2020-03-20";12;2;1;0
"28";1;"2020-03-20";5;1;1;0
"28";2;"2020-03-20";7;1;0;0
"29";0;"2020-03-20";20;4;1;6
"29";1;"2020-03-20";9;3;1;3
"29";2;"2020-03-20";11;1;0;3
"2A";0;"2020-03-20";60;14;3;10
"2A";1;"2020-03-20";35;9;1;7
"2A";2;"2020-03-20";25;5;2;3
"2B";0;"2020-03-20";6;0;0;23
"2B";1;"2020-03-20";3;0;0;11
"2B";2;"2020-03-20";3;0;0;12
"30";0;"2020-03-20";8;1;1;7
"30";1;"2020-03-20";7;1;1;2
"30";2;"2020-03-20";1;0;0;5
"31";0;"2020-03-20";35;10;2;16
"31";1;"2020-03-20";26;9;1;6
"31";2;"2020-03-20";9;1;1;10
"32";0;"2020-03-20";3;3;0;0
"32";1;"2020-03-20";3;3;0;0
"32";2;"2020-03-20";0;0;0;0
"33";0;"2020-03-20";10;5;2;12
"33";1;"2020-03-20";5;4;1;7
"33";2;"2020-03-20";5;1;1;5
"34";0;"2020-03-20";61;21;4;24
"34";1;"2020-03-20";30;12;1;11
"34";2;"2020-03-20";30;9;3;13
"35";0;"2020-03-20";20;9;1;17
"35";1;"2020-03-20";16;7;1;7
"35";2;"2020-03-20";4;2;0;10
"36";0;"2020-03-20";4;1;0;0
"36";1;"2020-03-20";3;1;0;0
"36";2;"2020-03-20";1;0;0;0
"37";0;"2020-03-20";12;5;1;0
"37";1;"2020-03-20";8;4;1;0
"37";2;"2020-03-20";4;1;0;0
"38";0;"2020-03-20";27;2;1;10
"38";1;"2020-03-20";13;1;1;5
"38";2;"2020-03-20";14;1;0;5
"39";0;"2020-03-20";6;1;0;2
"39";1;"2020-03-20";4;0;0;2
"39";2;"2020-03-20";2;1;0;0
"40";0;"2020-03-20";0;0;0;0
"40";1;"2020-03-20";0;0;0;0
"40";2;"2020-03-20";0;0;0;0
"41";0;"2020-03-20";4;0;0;0
"41";1;"2020-03-20";1;0;0;0
"41";2;"2020-03-20";3;0;0;0
"42";0;"2020-03-20";63;17;4;9
"42";1;"2020-03-20";45;15;3;6
"42";2;"2020-03-20";18;2;1;3
"43";0;"2020-03-20";2;2;0;6
"43";1;"2020-03-20";2;2;0;2
"43";2;"2020-03-20";0;0;0;4
"44";0;"2020-03-20";30;10;1;11
"44";1;"2020-03-20";17;7;0;7
"44";2;"2020-03-20";13;3;1;4
"45";0;"2020-03-20";26;5;0;2
"45";1;"2020-03-20";15;4;0;1
"45";2;"2020-03-20";11;1;0;1
"46";0;"2020-03-20";0;0;0;2
"46";1;"2020-03-20";0;0;0;1
"46";2;"2020-03-20";0;0;0;1
"47";0;"2020-03-20";10;1;0;1
"47";1;"2020-03-20";7;1;0;1
"47";2;"2020-03-20";3;0;0;0
"48";0;"2020-03-20";1;0;0;0
"48";1;"2020-03-20";0;0;0;0
"48";2;"2020-03-20";1;0;0;0
"49";0;"2020-03-20";22;4;0;38
"49";1;"2020-03-20";13;3;0;20
"49";2;"2020-03-20";9;1;0;18
"50";0;"2020-03-20";12;4;0;2
"50";1;"2020-03-20";5;1;0;1
"50";2;"2020-03-20";7;3;0;1
"51";0;"2020-03-20";54;11;2;26
"51";1;"2020-03-20";32;6;1;10
"51";2;"2020-03-20";22;5;1;15
"52";0;"2020-03-20";8;0;4;5
"52";1;"2020-03-20";2;0;2;1
"52";2;"2020-03-20";6;0;2;4
"53";0;"2020-03-20";7;2;0;3
"53";1;"2020-03-20";6;2;0;1
"53";2;"2020-03-20";1;0;0;2
"54";0;"2020-03-20";65;26;7;2
"54";1;"2020-03-20";38;18;3;0
"54";2;"2020-03-20";25;7;4;2
"55";0;"2020-03-20";46;5;0;6
"55";1;"2020-03-20";21;2;0;2
"55";2;"2020-03-20";25;3;0;4
"56";0;"2020-03-20";49;12;9;29
"56";1;"2020-03-20";28;9;5;14
"56";2;"2020-03-20";21;3;4;15
"57";0;"2020-03-20";257;61;23;24
"57";1;"2020-03-20";139;46;8;10
"57";2;"2020-03-20";116;15;15;13
"58";0;"2020-03-20";1;1;0;0
"58";1;"2020-03-20";1;1;0;0
"58";2;"2020-03-20";0;0;0;0
"59";0;"2020-03-20";112;39;5;35
"59";1;"2020-03-20";65;28;1;24
"59";2;"2020-03-20";47;11;4;11
"60";0;"2020-03-20";123;28;18;30
"60";1;"2020-03-20";67;20;12;18
"60";2;"2020-03-20";56;8;6;12
"61";0;"2020-03-20";3;1;0;4
"61";1;"2020-03-20";2;1;0;1
"61";2;"2020-03-20";1;0;0;3
"62";0;"2020-03-20";50;20;1;35
"62";1;"2020-03-20";30;14;0;21
"62";2;"2020-03-20";20;6;1;14
"63";0;"2020-03-20";4;1;0;9
"63";1;"2020-03-20";4;1;0;5
"63";2;"2020-03-20";0;0;0;4
"64";0;"2020-03-20";8;0;1;2
"64";1;"2020-03-20";5;0;1;0
"64";2;"2020-03-20";3;0;0;2
"65";0;"2020-03-20";2;1;0;0
"65";1;"2020-03-20";2;1;0;0
"65";2;"2020-03-20";0;0;0;0
"66";0;"2020-03-20";26;15;4;3
"66";1;"2020-03-20";13;9;1;2
"66";2;"2020-03-20";13;6;3;1
"67";0;"2020-03-20";366;92;28;42
"67";1;"2020-03-20";195;68;15;19
"67";2;"2020-03-20";168;24;13;23
"68";0;"2020-03-20";509;91;105;170
"68";1;"2020-03-20";288;64;55;93
"68";2;"2020-03-20";212;27;49;74
"69";0;"2020-03-20";236;41;19;68
"69";1;"2020-03-20";69;15;6;13
"69";2;"2020-03-20";46;7;6;22
"70";0;"2020-03-20";26;6;0;5
"70";1;"2020-03-20";14;2;0;1
"70";2;"2020-03-20";12;4;0;4
"71";0;"2020-03-20";53;5;8;10
"71";1;"2020-03-20";23;3;4;4
"71";2;"2020-03-20";30;2;4;6
"72";0;"2020-03-20";8;0;0;5
"72";1;"2020-03-20";2;0;0;2
"72";2;"2020-03-20";6;0;0;3
"73";0;"2020-03-20";17;2;0;8
"73";1;"2020-03-20";9;2;0;3
"73";2;"2020-03-20";7;0;0;5
"74";0;"2020-03-20";54;9;6;53
"74";1;"2020-03-20";25;6;2;30
"74";2;"2020-03-20";15;0;4;20
"75";0;"2020-03-20";575;145;30;98
"75";1;"2020-03-20";341;102;21;53
"75";2;"2020-03-20";226;42;9;44
"76";0;"2020-03-20";48;6;5;5
"76";1;"2020-03-20";30;5;5;3
"76";2;"2020-03-20";18;1;0;2
"77";0;"2020-03-20";79;31;2;21
"77";1;"2020-03-20";53;26;1;11
"77";2;"2020-03-20";26;5;1;10
"78";0;"2020-03-20";136;33;12;16
"78";1;"2020-03-20";73;21;6;7
"78";2;"2020-03-20";63;12;5;9
"79";0;"2020-03-20";5;1;0;8
"79";1;"2020-03-20";2;1;0;3
"79";2;"2020-03-20";3;0;0;5
"80";0;"2020-03-20";95;30;3;16
"80";1;"2020-03-20";45;17;2;10
"80";2;"2020-03-20";45;12;1;6
"81";0;"2020-03-20";6;1;0;3
"81";1;"2020-03-20";1;0;0;3
"81";2;"2020-03-20";5;1;0;0
"82";0;"2020-03-20";1;0;1;0
"82";1;"2020-03-20";0;0;1;0
"82";2;"2020-03-20";1;0;0;0
"83";0;"2020-03-20";35;17;2;88
"83";1;"2020-03-20";23;13;1;42
"83";2;"2020-03-20";12;4;1;46
"84";0;"2020-03-20";13;3;1;10
"84";1;"2020-03-20";7;1;0;7
"84";2;"2020-03-20";6;2;1;3
"85";0;"2020-03-20";6;1;0;5
"85";1;"2020-03-20";3;0;0;2
"85";2;"2020-03-20";3;1;0;3
"86";0;"2020-03-20";11;0;1;0
"86";1;"2020-03-20";2;0;0;0
"86";2;"2020-03-20";9;0;1;0
"87";0;"2020-03-20";7;2;0;2
"87";1;"2020-03-20";3;1;0;0
"87";2;"2020-03-20";4;1;0;2
"88";0;"2020-03-20";46;5;14;8
"88";1;"2020-03-20";24;4;9;3
"88";2;"2020-03-20";22;1;5;5
"89";0;"2020-03-20";10;3;2;1
"89";1;"2020-03-20";7;2;1;1
"89";2;"2020-03-20";3;1;1;0
"90";0;"2020-03-20";49;9;5;0
"90";1;"2020-03-20";30;7;2;0
"90";2;"2020-03-20";19;2;3;0
"91";0;"2020-03-20";122;28;3;7
"91";1;"2020-03-20";75;20;2;4
"91";2;"2020-03-20";46;8;1;3
"92";0;"2020-03-20";254;74;11;50
"92";1;"2020-03-20";153;59;9;20
"92";2;"2020-03-20";100;15;2;29
"93";0;"2020-03-20";201;62;19;35
"93";1;"2020-03-20";118;38;9;20
"93";2;"2020-03-20";80;22;9;15
"94";0;"2020-03-20";226;60;12;67
"94";1;"2020-03-20";133;45;9;35
"94";2;"2020-03-20";90;14;3;32
"95";0;"2020-03-20";192;51;10;56
"95";1;"2020-03-20";120;39;9;31
"95";2;"2020-03-20";71;12;1;25
"971";0;"2020-03-20";0;0;0;0
"971";1;"2020-03-20";0;0;0;0
"971";2;"2020-03-20";0;0;0;0
"972";0;"2020-03-20";19;5;1;0
"972";1;"2020-03-20";10;3;0;0
"972";2;"2020-03-20";9;2;1;0
"973";0;"2020-03-20";0;0;0;0
"973";1;"2020-03-20";0;0;0;0
"973";2;"2020-03-20";0;0;0;0
"974";0;"2020-03-20";2;2;0;0
"974";1;"2020-03-20";2;2;0;0
"974";2;"2020-03-20";0;0;0;0
"976";0;"2020-03-20";0;0;0;0
"976";1;"2020-03-20";0;0;0;0
"976";2;"2020-03-20";0;0;0;0
"01";0;"2020-03-21";4;0;0;1
"01";1;"2020-03-21";1;0;0;1
"01";2;"2020-03-21";3;0;0;0
"02";0;"2020-03-21";61;20;25;49
"02";1;"2020-03-21";31;9;17;20
"02";2;"2020-03-21";30;11;8;29
"03";0;"2020-03-21";5;0;0;10
"03";1;"2020-03-21";3;0;0;4
"03";2;"2020-03-21";2;0;0;6
"04";0;"2020-03-21";4;1;0;3
"04";1;"2020-03-21";3;1;0;1
"04";2;"2020-03-21";1;0;0;2
"05";0;"2020-03-21";13;1;0;10
"05";1;"2020-03-21";5;0;0;8
"05";2;"2020-03-21";8;1;0;2
"06";0;"2020-03-21";46;7;6;61
"06";1;"2020-03-21";26;6;2;25
"06";2;"2020-03-21";18;0;4;35
"07";0;"2020-03-21";15;3;1;3
"07";1;"2020-03-21";9;2;1;0
"07";2;"2020-03-21";3;0;0;3
"08";0;"2020-03-21";3;1;0;1
"08";1;"2020-03-21";2;0;0;1
"08";2;"2020-03-21";1;1;0;0
"09";0;"2020-03-21";2;1;0;3
"09";1;"2020-03-21";1;0;0;2
"09";2;"2020-03-21";1;1;0;1
"10";0;"2020-03-21";12;2;0;0
"10";1;"2020-03-21";9;1;0;0
"10";2;"2020-03-21";3;1;0;0
"11";0;"2020-03-21";26;9;9;13
"11";1;"2020-03-21";20;7;6;3
"11";2;"2020-03-21";6;2;3;10
"12";0;"2020-03-21";11;2;1;4
"12";1;"2020-03-21";3;1;1;2
"12";2;"2020-03-21";8;1;0;2
"13";0;"2020-03-21";203;33;4;128
"13";1;"2020-03-21";92;21;2;69
"13";2;"2020-03-21";103;12;2;58
"14";0;"2020-03-21";6;3;1;3
"14";1;"2020-03-21";5;2;1;2
"14";2;"2020-03-21";1;1;0;1
"15";0;"2020-03-21";5;1;0;0
"15";1;"2020-03-21";3;1;0;0
"15";2;"2020-03-21";2;0;0;0
"16";0;"2020-03-21";3;1;0;2
"16";1;"2020-03-21";2;1;0;1
"16";2;"2020-03-21";1;0;0;1
"17";0;"2020-03-21";11;4;0;2
"17";1;"2020-03-21";9;4;0;2
"17";2;"2020-03-21";2;0;0;0
"18";0;"2020-03-21";0;0;0;0
"18";1;"2020-03-21";0;0;0;0
"18";2;"2020-03-21";0;0;0;0
"19";0;"2020-03-21";1;0;0;0
"19";1;"2020-03-21";1;0;0;0
"19";2;"2020-03-21";0;0;0;0
"21";0;"2020-03-21";79;30;3;45
"21";1;"2020-03-21";41;20;1;14
"21";2;"2020-03-21";38;10;2;30
"22";0;"2020-03-21";7;1;1;3
"22";1;"2020-03-21";2;0;1;1
"22";2;"2020-03-21";4;0;0;2
"23";0;"2020-03-21";1;0;0;0
"23";1;"2020-03-21";1;0;0;0
"23";2;"2020-03-21";0;0;0;0
"24";0;"2020-03-21";4;3;0;2
"24";1;"2020-03-21";3;3;0;1
"24";2;"2020-03-21";1;0;0;1
"25";0;"2020-03-21";48;21;6;19
"25";1;"2020-03-21";34;19;4;8
"25";2;"2020-03-21";14;2;2;11
"26";0;"2020-03-21";43;9;2;2
"26";1;"2020-03-21";24;6;1;1
"26";2;"2020-03-21";19;3;1;1
"27";0;"2020-03-21";7;3;0;0
"27";1;"2020-03-21";5;1;0;0
"27";2;"2020-03-21";2;2;0;0
"28";0;"2020-03-21";13;2;1;1
"28";1;"2020-03-21";6;1;1;0
"28";2;"2020-03-21";7;1;0;1
"29";0;"2020-03-21";20;2;1;6
"29";1;"2020-03-21";9;2;1;3
"29";2;"2020-03-21";11;0;0;3
"2A";0;"2020-03-21";62;14;4;12
"2A";1;"2020-03-21";36;10;1;7
"2A";2;"2020-03-21";26;4;3;5
"2B";0;"2020-03-21";6;0;0;23
"2B";1;"2020-03-21";3;0;0;11
"2B";2;"2020-03-21";3;0;0;12
"30";0;"2020-03-21";7;1;1;11
"30";1;"2020-03-21";6;1;1;6
"30";2;"2020-03-21";1;0;0;5
"31";0;"2020-03-21";51;14;2;17
"31";1;"2020-03-21";41;13;1;8
"31";2;"2020-03-21";10;1;1;9
"32";0;"2020-03-21";4;3;0;0
"32";1;"2020-03-21";4;3;0;0
"32";2;"2020-03-21";0;0;0;0
"33";0;"2020-03-21";39;15;2;12
"33";1;"2020-03-21";24;11;1;7
"33";2;"2020-03-21";15;4;1;5
"34";0;"2020-03-21";65;22;4;33
"34";1;"2020-03-21";35;12;1;16
"34";2;"2020-03-21";30;10;3;17
"35";0;"2020-03-21";20;10;1;18
"35";1;"2020-03-21";16;8;1;8
"35";2;"2020-03-21";4;2;0;10
"36";0;"2020-03-21";5;2;0;0
"36";1;"2020-03-21";4;2;0;0
"36";2;"2020-03-21";1;0;0;0
"37";0;"2020-03-21";12;4;1;1
"37";1;"2020-03-21";8;4;1;0
"37";2;"2020-03-21";4;0;0;1
"38";0;"2020-03-21";30;2;1;13
"38";1;"2020-03-21";15;1;1;7
"38";2;"2020-03-21";15;1;0;6
"39";0;"2020-03-21";7;1;0;2
"39";1;"2020-03-21";4;0;0;2
"39";2;"2020-03-21";3;1;0;0
"40";0;"2020-03-21";0;0;0;0
"40";1;"2020-03-21";0;0;0;0
"40";2;"2020-03-21";0;0;0;0
"41";0;"2020-03-21";4;0;0;0
"41";1;"2020-03-21";1;0;0;0
"41";2;"2020-03-21";3;0;0;0
"42";0;"2020-03-21";71;18;6;12
"42";1;"2020-03-21";50;16;4;7
"42";2;"2020-03-21";21;2;2;5
"43";0;"2020-03-21";4;2;0;6
"43";1;"2020-03-21";2;2;0;2
"43";2;"2020-03-21";2;0;0;4
"44";0;"2020-03-21";38;11;1;12
"44";1;"2020-03-21";23;8;0;7
"44";2;"2020-03-21";15;3;1;5
"45";0;"2020-03-21";30;6;0;3
"45";1;"2020-03-21";14;5;0;2
"45";2;"2020-03-21";16;1;0;1
"46";0;"2020-03-21";1;0;0;5
"46";1;"2020-03-21";1;0;0;3
"46";2;"2020-03-21";0;0;0;2
"47";0;"2020-03-21";13;1;0;1
"47";1;"2020-03-21";8;1;0;1
"47";2;"2020-03-21";5;0;0;0
"48";0;"2020-03-21";1;0;0;0
"48";1;"2020-03-21";0;0;0;0
"48";2;"2020-03-21";1;0;0;0
"49";0;"2020-03-21";22;6;2;35
"49";1;"2020-03-21";12;4;2;20
"49";2;"2020-03-21";9;1;0;15
"50";0;"2020-03-21";15;4;0;2
"50";1;"2020-03-21";7;1;0;1
"50";2;"2020-03-21";8;3;0;1
"51";0;"2020-03-21";67;16;2;27
"51";1;"2020-03-21";40;9;1;11
"51";2;"2020-03-21";27;7;1;16
"52";0;"2020-03-21";9;0;4;5
"52";1;"2020-03-21";3;0;2;1
"52";2;"2020-03-21";6;0;2;4
"53";0;"2020-03-21";7;2;0;3
"53";1;"2020-03-21";6;2;0;1
"53";2;"2020-03-21";1;0;0;2
"54";0;"2020-03-21";76;35;9;2
"54";1;"2020-03-21";46;24;5;0
"54";2;"2020-03-21";28;10;4;2
"55";0;"2020-03-21";60;6;1;7
"55";1;"2020-03-21";29;3;0;3
"55";2;"2020-03-21";31;3;1;4
"56";0;"2020-03-21";62;11;12;28
"56";1;"2020-03-21";34;8;7;12
"56";2;"2020-03-21";28;3;5;16
"57";0;"2020-03-21";286;64;25;34
"57";1;"2020-03-21";153;48;8;17
"57";2;"2020-03-21";130;16;17;16
"58";0;"2020-03-21";1;1;0;0
"58";1;"2020-03-21";1;1;0;0
"58";2;"2020-03-21";0;0;0;0
"59";0;"2020-03-21";79;43;5;17
"59";1;"2020-03-21";53;33;1;9
"59";2;"2020-03-21";26;10;4;8
"60";0;"2020-03-21";138;28;18;43
"60";1;"2020-03-21";74;19;12;24
"60";2;"2020-03-21";64;9;6;19
"61";0;"2020-03-21";4;1;0;3
"61";1;"2020-03-21";2;1;0;1
"61";2;"2020-03-21";2;0;0;2
"62";0;"2020-03-21";44;18;1;27
"62";1;"2020-03-21";31;16;0;17
"62";2;"2020-03-21";13;2;1;10
"63";0;"2020-03-21";4;1;0;10
"63";1;"2020-03-21";3;1;0;6
"63";2;"2020-03-21";1;0;0;4
"64";0;"2020-03-21";10;1;1;2
"64";1;"2020-03-21";6;1;1;0
"64";2;"2020-03-21";4;0;0;2
"65";0;"2020-03-21";5;1;0;0
"65";1;"2020-03-21";4;1;0;0
"65";2;"2020-03-21";1;0;0;0
"66";0;"2020-03-21";25;15;5;3
"66";1;"2020-03-21";13;10;1;2
"66";2;"2020-03-21";12;5;4;1
"67";0;"2020-03-21";420;108;31;51
"67";1;"2020-03-21";233;79;17;23
"67";2;"2020-03-21";177;28;14;28
"68";0;"2020-03-21";517;94;121;196
"68";1;"2020-03-21";287;67;66;105
"68";2;"2020-03-21";222;27;55;90
"69";0;"2020-03-21";272;41;21;71
"69";1;"2020-03-21";89;15;8;13
"69";2;"2020-03-21";63;6;6;25
"70";0;"2020-03-21";26;6;0;5
"70";1;"2020-03-21";14;2;0;1
"70";2;"2020-03-21";12;4;0;4
"71";0;"2020-03-21";50;6;10;14
"71";1;"2020-03-21";20;4;6;6
"71";2;"2020-03-21";30;2;4;8
"72";0;"2020-03-21";9;0;0;5
"72";1;"2020-03-21";3;0;0;2
"72";2;"2020-03-21";6;0;0;3
"73";0;"2020-03-21";18;2;0;8
"73";1;"2020-03-21";9;2;0;3
"73";2;"2020-03-21";9;0;0;5
"74";0;"2020-03-21";54;9;7;56
"74";1;"2020-03-21";24;6;3;34
"74";2;"2020-03-21";16;0;4;20
"75";0;"2020-03-21";649;165;36;122
"75";1;"2020-03-21";386;118;27;66
"75";2;"2020-03-21";253;47;9;55
"76";0;"2020-03-21";60;10;5;6
"76";1;"2020-03-21";39;7;5;4
"76";2;"2020-03-21";21;3;0;2
"77";0;"2020-03-21";89;36;3;21
"77";1;"2020-03-21";59;29;2;11
"77";2;"2020-03-21";30;7;1;10
"78";0;"2020-03-21";174;39;14;30
"78";1;"2020-03-21";93;25;7;14
"78";2;"2020-03-21";79;14;6;16
"79";0;"2020-03-21";5;1;0;8
"79";1;"2020-03-21";2;1;0;3
"79";2;"2020-03-21";3;0;0;5
"80";0;"2020-03-21";102;35;7;21
"80";1;"2020-03-21";55;21;3;10
"80";2;"2020-03-21";45;14;4;11
"81";0;"2020-03-21";8;1;1;3
"81";1;"2020-03-21";1;0;1;3
"81";2;"2020-03-21";7;1;0;0
"82";0;"2020-03-21";3;1;1;0
"82";1;"2020-03-21";2;1;1;0
"82";2;"2020-03-21";1;0;0;0
"83";0;"2020-03-21";40;19;2;98
"83";1;"2020-03-21";25;14;1;44
"83";2;"2020-03-21";15;5;1;54
"84";0;"2020-03-21";20;5;1;10
"84";1;"2020-03-21";8;2;0;7
"84";2;"2020-03-21";12;3;1;3
"85";0;"2020-03-21";4;2;0;7
"85";1;"2020-03-21";3;1;0;2
"85";2;"2020-03-21";1;1;0;5
"86";0;"2020-03-21";12;0;1;1
"86";1;"2020-03-21";3;0;0;0
"86";2;"2020-03-21";9;0;1;1
"87";0;"2020-03-21";8;2;1;2
"87";1;"2020-03-21";4;1;0;0
"87";2;"2020-03-21";4;1;1;2
"88";0;"2020-03-21";55;6;16;8
"88";1;"2020-03-21";29;5;10;3
"88";2;"2020-03-21";25;1;6;5
"89";0;"2020-03-21";11;3;2;1
"89";1;"2020-03-21";7;2;1;1
"89";2;"2020-03-21";4;1;1;0
"90";0;"2020-03-21";61;11;6;2
"90";1;"2020-03-21";34;9;2;1
"90";2;"2020-03-21";27;2;4;1
"91";0;"2020-03-21";151;35;5;8
"91";1;"2020-03-21";90;23;4;5
"91";2;"2020-03-21";60;12;1;3
"92";0;"2020-03-21";298;81;17;71
"92";1;"2020-03-21";172;63;12;33
"92";2;"2020-03-21";122;18;5;37
"93";0;"2020-03-21";220;66;20;37
"93";1;"2020-03-21";129;37;10;20
"93";2;"2020-03-21";87;25;9;17
"94";0;"2020-03-21";268;67;13;79
"94";1;"2020-03-21";155;49;9;41
"94";2;"2020-03-21";109;17;4;38
"95";0;"2020-03-21";238;56;14;70
"95";1;"2020-03-21";149;43;11;38
"95";2;"2020-03-21";88;13;3;32
"971";0;"2020-03-21";0;0;0;0
"971";1;"2020-03-21";0;0;0;0
"971";2;"2020-03-21";0;0;0;0
"972";0;"2020-03-21";19;5;1;0
"972";1;"2020-03-21";10;3;0;0
"972";2;"2020-03-21";9;2;1;0
"973";0;"2020-03-21";0;0;0;0
"973";1;"2020-03-21";0;0;0;0
"973";2;"2020-03-21";0;0;0;0
"974";0;"2020-03-21";2;2;0;0
"974";1;"2020-03-21";2;2;0;0
"974";2;"2020-03-21";0;0;0;0
"976";0;"2020-03-21";0;0;0;0
"976";1;"2020-03-21";0;0;0;0
"976";2;"2020-03-21";0;0;0;0
"01";0;"2020-03-22";8;1;0;2
"01";1;"2020-03-22";4;1;0;1
"01";2;"2020-03-22";4;0;0;1
"02";0;"2020-03-22";69;21;28;55
"02";1;"2020-03-22";35;9;20;23
"02";2;"2020-03-22";34;12;8;32
"03";0;"2020-03-22";5;0;0;10
"03";1;"2020-03-22";3;0;0;4
"03";2;"2020-03-22";2;0;0;6
"04";0;"2020-03-22";4;1;0;3
"04";1;"2020-03-22";3;1;0;1
"04";2;"2020-03-22";1;0;0;2
"05";0;"2020-03-22";14;1;0;11
"05";1;"2020-03-22";5;0;0;8
"05";2;"2020-03-22";9;1;0;3
"06";0;"2020-03-22";45;8;7;63
"06";1;"2020-03-22";26;7;3;26
"06";2;"2020-03-22";17;0;4;36
"07";0;"2020-03-22";22;3;1;3
"07";1;"2020-03-22";11;2;1;0
"07";2;"2020-03-22";6;0;0;3
"08";0;"2020-03-22";4;1;0;1
"08";1;"2020-03-22";3;0;0;1
"08";2;"2020-03-22";1;1;0;0
"09";0;"2020-03-22";2;1;0;3
"09";1;"2020-03-22";1;0;0;2
"09";2;"2020-03-22";1;1;0;1
"10";0;"2020-03-22";21;4;0;0
"10";1;"2020-03-22";14;3;0;0
"10";2;"2020-03-22";7;1;0;0
"11";0;"2020-03-22";27;9;9;13
"11";1;"2020-03-22";22;7;6;3
"11";2;"2020-03-22";5;2;3;10
"12";0;"2020-03-22";13;2;1;4
"12";1;"2020-03-22";4;1;1;2
"12";2;"2020-03-22";9;1;0;2
"13";0;"2020-03-22";247;41;4;133
"13";1;"2020-03-22";107;25;2;72
"13";2;"2020-03-22";112;16;2;60
"14";0;"2020-03-22";11;4;1;3
"14";1;"2020-03-22";7;3;1;2
"14";2;"2020-03-22";4;1;0;1
"15";0;"2020-03-22";5;1;0;0
"15";1;"2020-03-22";3;1;0;0
"15";2;"2020-03-22";2;0;0;0
"16";0;"2020-03-22";5;3;1;2
"16";1;"2020-03-22";2;1;1;1
"16";2;"2020-03-22";2;1;0;1
"17";0;"2020-03-22";12;4;0;5
"17";1;"2020-03-22";9;4;0;4
"17";2;"2020-03-22";3;0;0;1
"18";0;"2020-03-22";0;0;0;0
"18";1;"2020-03-22";0;0;0;0
"18";2;"2020-03-22";0;0;0;0
"19";0;"2020-03-22";4;0;1;0
"19";1;"2020-03-22";4;0;1;0
"19";2;"2020-03-22";0;0;0;0
"21";0;"2020-03-22";101;31;4;73
"21";1;"2020-03-22";49;21;2;25
"21";2;"2020-03-22";51;10;2;46
"22";0;"2020-03-22";7;1;1;3
"22";1;"2020-03-22";2;0;1;1
"22";2;"2020-03-22";4;0;0;2
"23";0;"2020-03-22";1;0;0;0
"23";1;"2020-03-22";1;0;0;0
"23";2;"2020-03-22";0;0;0;0
"24";0;"2020-03-22";6;3;0;2
"24";1;"2020-03-22";3;3;0;1
"24";2;"2020-03-22";3;0;0;1
"25";0;"2020-03-22";63;21;8;20
"25";1;"2020-03-22";37;18;6;9
"25";2;"2020-03-22";26;3;2;11
"26";0;"2020-03-22";46;11;4;3
"26";1;"2020-03-22";25;7;2;1
"26";2;"2020-03-22";21;4;2;2
"27";0;"2020-03-22";12;4;0;0
"27";1;"2020-03-22";7;1;0;0
"27";2;"2020-03-22";5;3;0;0
"28";0;"2020-03-22";15;2;1;2
"28";1;"2020-03-22";8;1;1;0
"28";2;"2020-03-22";7;1;0;2
"29";0;"2020-03-22";19;2;2;9
"29";1;"2020-03-22";9;2;2;3
"29";2;"2020-03-22";8;0;0;6
"2A";0;"2020-03-22";58;13;6;13
"2A";1;"2020-03-22";35;10;2;7
"2A";2;"2020-03-22";23;3;4;6
"2B";0;"2020-03-22";6;0;0;23
"2B";1;"2020-03-22";3;0;0;11
"2B";2;"2020-03-22";3;0;0;12
"30";0;"2020-03-22";13;1;2;10
"30";1;"2020-03-22";9;1;2;5
"30";2;"2020-03-22";4;0;0;5
"31";0;"2020-03-22";55;16;2;23
"31";1;"2020-03-22";45;15;1;11
"31";2;"2020-03-22";10;1;1;12
"32";0;"2020-03-22";4;3;0;0
"32";1;"2020-03-22";4;3;0;0
"32";2;"2020-03-22";0;0;0;0
"33";0;"2020-03-22";54;23;2;13
"33";1;"2020-03-22";35;15;1;7
"33";2;"2020-03-22";19;8;1;6
"34";0;"2020-03-22";66;22;4;38
"34";1;"2020-03-22";33;12;1;19
"34";2;"2020-03-22";33;10;3;19
"35";0;"2020-03-22";27;13;1;18
"35";1;"2020-03-22";21;11;1;8
"35";2;"2020-03-22";6;2;0;10
"36";0;"2020-03-22";5;2;0;0
"36";1;"2020-03-22";4;2;0;0
"36";2;"2020-03-22";1;0;0;0
"37";0;"2020-03-22";13;5;1;1
"37";1;"2020-03-22";8;4;1;0
"37";2;"2020-03-22";5;1;0;1
"38";0;"2020-03-22";36;2;1;14
